16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|0.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
16|1.0|0.0|0.0
